85.000,1.530
85.100,1.532
85.200,1.534
85.300,1.535
85.400,1.537
85.500,1.539
85.600,1.541
85.700,1.543
85.800,1.544
85.900,1.546
86.000,1.548
86.100,1.550
86.200,1.552
86.300,1.553
86.400,1.555
86.500,1.557
86.600,1.559
86.700,1.561
86.800,1.562
86.900,1.564
87.000,1.566
87.100,1.568
87.200,1.570
87.300,1.571
87.400,1.573
87.500,1.575
87.600,1.577
87.700,1.579
87.800,1.580
87.900,1.582
88.000,1.584
88.100,1.586
88.200,1.588
88.300,1.589
88.400,1.591
88.500,1.593
88.600,1.595
88.700,1.597
88.800,1.598
88.900,1.600
89.000,1.602
89.100,1.604
89.200,1.606
89.300,1.607
89.400,1.609
89.500,1.611
89.600,1.613
89.700,1.615
89.800,1.616
89.900,1.618
90.000,1.620
90.100,1.622
90.200,1.624
90.300,1.625
90.400,1.627
90.500,1.629
90.600,1.631
90.700,1.633
90.800,1.634
90.900,1.636
91.000,1.638
91.100,1.640
91.200,1.642
91.300,1.643
91.400,1.645
91.500,1.647
91.600,1.649
91.700,1.651
91.800,1.652
91.900,1.654
92.000,1.656
92.100,1.658
92.200,1.660
92.300,1.661
92.400,1.663
92.500,1.665
92.600,1.667
92.700,1.669
92.800,1.670
92.900,1.672
93.000,1.674
93.100,1.676
93.200,1.678
93.300,1.679
93.400,1.681
93.500,1.683
93.600,1.685
93.700,1.687
93.800,1.688
93.900,1.690
94.000,1.692
94.100,1.694
94.200,1.696
94.300,1.697
94.400,1.699
94.500,1.701
94.600,1.703
94.700,1.705
94.800,1.706
94.900,1.708
95.000,1.710
95.100,1.712
95.200,1.714
95.300,1.715
95.400,1.717
95.500,1.719
95.600,1.721
95.700,1.723
95.800,1.724
95.900,1.726
96.000,1.728
96.100,1.730
96.200,1.732
96.300,1.733
96.400,1.735
96.500,1.737
96.600,1.739
96.700,1.741
96.800,1.742
96.900,1.744
97.000,1.746
97.100,1.748
97.200,1.750
97.300,1.751
97.400,1.753
97.500,1.755
97.600,1.757
97.700,1.759
97.800,1.760
97.900,1.762
98.000,1.764
98.100,1.766
98.200,1.768
98.300,1.769
98.400,1.771
98.500,1.773
98.600,1.775
98.700,1.777
98.800,1.778
98.900,1.780
99.000,1.782
99.100,1.784
99.200,1.786
99.300,1.787
99.400,1.789
99.500,1.791
99.600,1.793
99.700,1.795
99.800,1.796
99.900,1.798
100.000,1.800
